Location,Date,Time,VehicleCount,PM2.5,PM10,NO2,Temperature,Humidity
5th Ave,2025-01-13,21:00:00,300,140.15,121.25,9.52,30.23,34.52
Elm St,2025-01-15,11:03:00,448,137.58,74.81,33.42,18.48,58.05
Main St,2025-01-09,05:37:00,93,74.61,57.21,30.51,39.82,33.75
5th Ave,2025-01-01,06:05:00,33,120.62,164.43,26.57,37.91,25.39
Main St,2025-01-06,09:53:00,396,129.98,173.99,68.47,32.59,47.81
Elm St,2025-01-13,14:37:00,118,127.65,152.13,83.02,37.99,72.12
Broadway,2025-01-21,23:06:00,101,64.49,12.44,30.48,22.62,69.92
5th Ave,2025-01-15,21:35:00,449,43.81,60.95,56.34,17.7,23.0
Park Ave,2025-01-25,12:22:00,301,27.39,167.08,93.81,21.1,57.32
Park Ave,2025-01-01,05:08:00,241,75.51,85.59,16.25,23.48,22.11
Broadway,2025-01-18,08:54:00,281,116.59,157.8,83.22,17.16,79.48
Elm St,2025-01-08,01:01:00,468,26.53,100.32,94.18,33.75,56.3
Park Ave,2025-01-29,22:50:00,165,148.06,199.41,99.61,35.58,20.81
Broadway,2025-01-17,02:03:00,167,86.04,18.59,58.44,30.26,36.15
Broadway,2025-01-06,09:19:00,195,58.02,68.09,58.75,38.57,35.38
Broadway,2025-01-04,02:00:00,27,7.15,77.84,35.33,21.65,27.48
Main St,2025-01-11,18:20:00,349,141.61,103.34,5.56,16.09,24.44
Elm St,2025-01-04,03:17:00,482,85.71,121.84,95.15,24.39,71.14
Main St,2025-01-18,16:28:00,485,16.29,178.6,97.07,18.33,23.48
Main St,2025-01-15,12:09:00,410,143.01,134.4,37.2,32.54,30.18
Park Ave,2025-01-07,04:41:00,472,66.45,193.4,90.76,27.61,50.28
Park Ave,2025-01-21,03:52:00,124,130.9,183.62,92.99,18.61,42.8
Main St,2025-01-28,16:37:00,130,19.71,139.78,81.33,25.88,41.03
5th Ave,2025-01-05,02:43:00,477,119.65,126.41,88.97,29.48,70.15
Elm St,2025-01-05,07:33:00,247,18.65,195.24,37.49,32.31,76.27
5th Ave,2025-01-28,09:40:00,27,32.02,99.95,67.59,37.7,78.63
Park Ave,2025-01-08,11:04:00,435,119.53,53.29,45.9,21.8,33.35
5th Ave,2025-01-30,18:05:00,90,117.37,22.45,56.75,16.07,50.18
Main St,2025-01-22,08:04:00,384,17.54,90.01,54.47,23.68,65.34
Park Ave,2025-01-27,07:32:00,190,127.56,70.78,36.38,20.91,70.73
Main St,2025-01-22,10:31:00,134,35.2,138.06,57.33,28.91,37.84
Elm St,2025-01-18,02:28:00,225,12.51,160.57,95.35,28.32,44.84
5th Ave,2025-01-12,18:19:00,331,66.29,42.31,74.84,28.06,57.87
Park Ave,2025-01-01,02:01:00,292,35.87,179.53,16.72,28.11,37.5
5th Ave,2025-01-19,07:01:00,4,70.4,159.84,69.57,23.53,54.62
Main St,2025-01-05,00:44:00,137,67.68,56.56,47.26,20.49,29.79
Park Ave,2025-01-26,17:13:00,266,55.35,67.47,30.93,23.77,52.34
5th Ave,2025-01-26,13:27:00,363,67.68,61.93,85.87,28.29,45.15
Elm St,2025-01-07,20:00:00,172,43.92,96.55,97.26,29.52,46.58
Elm St,2025-01-12,11:33:00,18,101.59,155.42,95.43,27.0,56.45
Broadway,2025-01-04,00:25:00,116,141.29,29.26,24.29,16.49,31.23
Broadway,2025-01-02,08:58:00,293,26.27,76.0,15.11,25.01,37.91
Main St,2025-01-22,08:37:00,42,87.97,175.1,82.5,15.78,31.8
Broadway,2025-01-29,06:39:00,242,32.05,75.06,38.98,28.13,31.16
Main St,2025-01-19,08:37:00,254,130.56,47.58,98.47,28.53,42.12
Elm St,2025-01-30,18:47:00,368,68.67,171.52,87.58,20.23,50.94
Broadway,2025-01-15,04:46:00,301,61.06,146.03,48.42,39.02,55.52
Elm St,2025-01-16,23:10:00,133,78.67,15.56,41.42,23.31,52.3
Park Ave,2025-01-27,18:01:00,140,71.24,145.46,95.97,17.95,26.23
Park Ave,2025-01-11,00:15:00,148,13.35,20.93,49.02,35.79,68.04
5th Ave,2025-01-09,18:24:00,301,7.07,113.81,16.87,18.2,32.69
Park Ave,2025-01-16,23:40:00,304,24.74,146.58,72.1,38.3,75.37
Broadway,2025-01-22,07:44:00,352,13.98,47.51,92.18,22.0,79.54
Broadway,2025-01-29,11:37:00,165,92.51,194.31,14.32,38.57,48.42
Broadway,2025-01-28,15:10:00,19,114.61,91.68,50.94,24.04,24.5
Main St,2025-01-21,06:45:00,23,141.81,197.9,98.41,24.49,35.3
Broadway,2025-01-19,05:33:00,247,146.05,146.24,28.16,21.64,76.78
Park Ave,2025-01-25,08:57:00,130,136.04,172.63,24.7,28.81,71.91
5th Ave,2025-01-16,21:43:00,494,18.86,31.4,60.67,39.47,24.18
Main St,2025-01-23,21:26:00,194,141.21,165.65,80.82,34.7,24.62
Main St,2025-01-16,21:43:00,351,81.23,60.87,27.17,22.64,63.96
5th Ave,2025-01-06,04:22:00,342,17.75,140.72,59.65,38.09,28.81
Main St,2025-01-28,14:44:00,489,140.3,41.26,15.63,16.82,48.26
5th Ave,2025-01-17,14:04:00,305,92.97,48.32,62.07,15.26,67.5
Broadway,2025-01-13,03:52:00,166,121.01,62.82,98.94,39.06,64.33
5th Ave,2025-01-24,18:43:00,314,111.85,67.92,30.08,35.72,39.41
Main St,2025-01-24,21:46:00,134,6.96,119.83,49.87,29.58,36.18
Elm St,2025-01-12,00:49:00,472,100.72,63.18,74.18,17.86,79.21
Elm St,2025-01-22,14:58:00,29,139.06,115.16,22.72,28.11,26.5
5th Ave,2025-01-30,02:07:00,231,24.09,150.31,34.01,29.0,43.07
Elm St,2025-01-16,00:46:00,213,107.46,24.46,20.59,35.28,38.18
Elm St,2025-01-21,00:16:00,48,86.3,186.03,14.99,16.62,77.6
Main St,2025-01-07,10:49:00,256,138.51,23.11,96.47,22.06,71.4
Park Ave,2025-01-03,06:27:00,96,130.17,40.39,97.33,26.95,42.13
Main St,2025-01-26,16:18:00,159,149.13,61.41,60.87,34.49,61.26
Main St,2025-01-17,17:42:00,304,56.31,104.83,60.71,26.14,21.44
Park Ave,2025-01-30,17:45:00,283,100.02,153.14,91.09,22.14,21.32
Main St,2025-01-19,03:05:00,110,106.16,126.56,97.06,17.28,25.8
Elm St,2025-01-17,18:04:00,485,125.96,100.76,80.39,38.64,38.68
Elm St,2025-01-08,17:14:00,433,141.42,157.73,42.61,30.48,67.98
Main St,2025-01-18,09:38:00,259,36.62,179.08,82.66,27.13,56.5
Elm St,2025-01-30,03:13:00,476,103.66,38.9,67.97,31.61,58.67
Broadway,2025-01-12,01:03:00,415,88.33,18.91,5.65,20.08,65.75
Main St,2025-01-21,01:47:00,77,39.01,78.19,79.83,39.69,74.78
Elm St,2025-01-03,23:53:00,127,67.18,174.78,41.42,31.54,70.38
Park Ave,2025-01-05,20:32:00,414,77.31,110.06,75.13,37.05,60.18
Park Ave,2025-01-07,18:46:00,67,6.56,53.86,15.59,37.52,36.8
Broadway,2025-01-26,06:57:00,472,112.68,46.38,22.21,30.63,28.58
Broadway,2025-01-06,01:34:00,458,116.24,147.9,63.41,26.62,20.77
5th Ave,2025-01-03,10:34:00,36,93.35,13.54,47.42,20.3,77.58
Elm St,2025-01-13,03:33:00,74,93.68,100.91,69.06,33.64,51.95
Park Ave,2025-01-13,08:44:00,183,72.38,146.11,68.23,15.9,62.22
Main St,2025-01-01,08:19:00,106,85.57,56.33,70.08,19.15,51.93
5th Ave,2025-01-30,08:11:00,236,119.46,48.69,64.02,35.82,76.61
Elm St,2025-01-13,08:52:00,79,128.94,91.66,60.17,25.68,79.98
Elm St,2025-01-11,11:03:00,214,112.53,27.29,84.5,27.7,29.81
Park Ave,2025-01-05,16:10:00,37,70.98,89.68,79.32,17.08,50.01
Elm St,2025-01-24,06:58:00,322,149.94,45.77,94.1,21.37,40.73
Main St,2025-01-02,06:30:00,461,109.76,99.27,22.18,35.44,27.32
5th Ave,2025-01-06,15:03:00,310,119.34,89.09,23.56,29.88,57.26
Main St,2025-01-07,18:23:00,489,22.62,27.71,9.89,24.04,34.51
5th Ave,2025-01-01,14:15:00,116,25.48,124.81,89.07,38.94,73.1
5th Ave,2025-01-09,15:22:00,175,138.48,159.26,25.2,27.96,57.33
Main St,2025-01-14,03:42:00,457,132.34,142.27,22.94,20.85,63.1
Broadway,2025-01-15,10:01:00,23,56.91,153.19,44.06,34.87,55.3
Main St,2025-01-04,01:13:00,200,146.14,42.19,79.81,31.54,28.29
Park Ave,2025-01-18,13:09:00,149,137.26,102.41,16.22,33.89,35.49
5th Ave,2025-01-04,06:12:00,90,96.14,65.1,61.18,29.0,29.39
5th Ave,2025-01-14,17:32:00,407,30.17,62.74,65.98,24.24,50.31
Park Ave,2025-01-06,10:10:00,53,97.14,55.42,58.96,35.09,41.1
Broadway,2025-01-15,16:52:00,25,48.14,155.93,47.06,25.68,46.47
Park Ave,2025-01-01,03:37:00,149,28.92,96.89,67.63,32.99,67.42
Park Ave,2025-01-26,18:21:00,258,28.2,33.01,49.55,33.95,55.94
Main St,2025-01-22,16:07:00,312,127.45,73.47,67.82,28.64,68.35
Main St,2025-01-01,11:36:00,268,105.61,177.56,54.38,25.95,54.91
Broadway,2025-01-16,19:31:00,182,31.14,84.29,82.23,29.08,47.63
Broadway,2025-01-23,21:46:00,434,72.93,166.92,92.69,39.04,39.2
Elm St,2025-01-10,09:16:00,393,34.97,93.27,85.69,30.08,31.28
Park Ave,2025-01-14,10:40:00,475,21.52,116.18,37.77,22.59,76.22
Broadway,2025-01-08,07:04:00,383,56.28,134.27,82.23,38.1,77.78
Park Ave,2025-01-27,17:46:00,240,96.08,27.71,73.26,32.87,58.28
5th Ave,2025-01-05,22:42:00,182,132.89,183.95,88.64,38.29,77.92
Main St,2025-01-20,17:01:00,349,70.4,46.06,90.63,32.85,44.35
Elm St,2025-01-02,12:03:00,85,38.14,194.63,6.87,32.64,27.68
5th Ave,2025-01-13,21:54:00,451,140.2,145.96,16.17,15.39,48.59
Park Ave,2025-01-01,13:22:00,385,72.64,66.93,39.54,34.16,72.49
Elm St,2025-01-26,03:29:00,310,40.32,159.62,27.75,29.71,75.21
5th Ave,2025-01-19,06:15:00,403,24.69,120.69,89.14,31.15,55.74
Broadway,2025-01-07,04:37:00,295,45.02,19.97,45.98,32.96,42.36
Elm St,2025-01-17,09:42:00,15,100.55,88.52,21.75,24.92,58.54
Main St,2025-01-04,06:04:00,68,104.78,12.56,98.03,34.56,28.94
Park Ave,2025-01-08,00:44:00,188,109.3,46.66,90.72,34.15,79.22
Park Ave,2025-01-02,22:44:00,471,137.37,157.39,61.35,29.15,54.45
5th Ave,2025-01-04,05:04:00,489,16.2,29.16,14.36,38.94,50.39
Main St,2025-01-02,02:30:00,123,45.5,50.46,9.83,28.08,46.55
Elm St,2025-01-09,16:37:00,312,112.35,70.83,42.56,30.31,54.27
Park Ave,2025-01-18,15:20:00,311,146.9,99.0,93.8,18.67,42.83
5th Ave,2025-01-30,14:38:00,66,39.4,79.41,65.88,25.12,30.95
Elm St,2025-01-14,09:08:00,384,132.9,164.19,25.12,33.97,42.61
Elm St,2025-01-06,13:41:00,145,77.82,158.93,6.93,23.53,53.37
Park Ave,2025-01-07,22:03:00,343,92.37,110.9,41.41,37.12,61.2
Park Ave,2025-01-16,06:20:00,454,121.96,97.02,25.98,36.1,52.91
Broadway,2025-01-15,14:27:00,279,26.78,114.63,45.08,30.36,54.69
Park Ave,2025-01-03,23:57:00,370,95.88,98.1,26.58,36.5,46.17
Main St,2025-01-05,05:23:00,164,94.75,148.04,91.33,17.29,33.35
5th Ave,2025-01-16,23:47:00,294,91.18,27.72,80.09,32.13,56.93
Elm St,2025-01-07,04:20:00,202,65.09,30.46,90.94,32.68,51.8
Main St,2025-01-30,10:32:00,226,45.74,114.64,45.64,37.17,72.55
Park Ave,2025-01-28,05:34:00,66,28.23,71.1,84.69,34.24,24.59
Park Ave,2025-01-12,11:48:00,499,30.39,138.66,9.28,17.5,25.26
5th Ave,2025-01-26,07:18:00,449,58.56,97.39,14.5,31.92,37.69
Main St,2025-01-02,18:38:00,19,102.58,78.21,91.85,32.56,79.02
Main St,2025-01-11,14:20:00,101,126.85,48.65,63.77,37.59,71.31
Main St,2025-01-01,14:27:00,271,132.8,177.59,44.22,35.5,24.19
Broadway,2025-01-17,18:46:00,379,67.05,183.01,14.64,39.43,50.19
Park Ave,2025-01-24,13:54:00,93,124.48,17.31,77.77,36.16,66.2
Park Ave,2025-01-28,18:57:00,15,11.17,32.47,55.58,25.15,47.35
Broadway,2025-01-29,08:57:00,268,112.54,61.57,77.43,23.93,43.62
Main St,2025-01-14,13:17:00,243,67.05,45.05,94.08,29.75,55.2
Elm St,2025-01-21,17:40:00,478,47.19,118.02,47.96,37.32,28.76
Park Ave,2025-01-27,22:42:00,90,39.07,127.27,48.76,27.75,62.15
Park Ave,2025-01-19,05:59:00,474,26.37,79.25,26.28,33.42,67.42
Main St,2025-01-02,04:48:00,403,55.86,148.53,10.47,32.36,26.93
Main St,2025-01-04,23:36:00,147,31.37,21.24,56.07,16.54,20.89
5th Ave,2025-01-29,06:20:00,135,19.38,198.42,25.49,15.13,75.85
Main St,2025-01-01,12:15:00,307,114.54,184.66,25.74,20.93,25.48
Main St,2025-01-24,09:09:00,221,85.55,19.76,34.86,39.78,78.69
Elm St,2025-01-10,09:06:00,367,75.39,107.17,71.72,36.11,56.17
5th Ave,2025-01-14,05:13:00,376,51.53,180.85,44.6,28.75,35.88
5th Ave,2025-01-18,13:32:00,329,11.86,129.37,25.23,38.21,50.2
Park Ave,2025-01-26,01:50:00,166,52.74,171.48,63.52,23.32,37.89
5th Ave,2025-01-12,11:41:00,474,12.51,49.73,68.65,31.22,57.41
Park Ave,2025-01-24,22:02:00,41,40.21,196.37,13.31,19.45,75.19
Main St,2025-01-10,00:13:00,486,33.25,102.84,88.0,23.31,79.61
Main St,2025-01-12,17:19:00,494,126.73,13.76,7.93,19.85,78.02
Main St,2025-01-29,12:46:00,80,36.36,12.02,95.36,37.19,21.21
Park Ave,2025-01-16,13:58:00,32,8.81,123.99,69.77,33.86,56.53
Main St,2025-01-25,08:41:00,139,126.98,174.98,12.0,34.3,23.34
Elm St,2025-01-01,16:23:00,13,38.18,158.96,45.49,26.41,71.2
Main St,2025-01-07,20:53:00,130,25.2,21.73,94.86,37.39,66.96
Broadway,2025-01-01,22:46:00,91,147.94,75.76,99.82,16.47,63.61
Elm St,2025-01-01,19:07:00,309,12.48,196.55,56.58,35.32,38.33
Park Ave,2025-01-29,00:41:00,71,76.04,151.48,24.09,39.2,54.82
Elm St,2025-01-07,11:51:00,329,106.51,121.1,41.89,34.21,49.3
Park Ave,2025-01-16,15:09:00,134,80.97,11.47,17.55,23.24,36.35
5th Ave,2025-01-19,15:04:00,369,89.73,106.8,96.67,35.17,71.7
Elm St,2025-01-07,11:49:00,438,36.23,157.75,45.51,23.34,32.74
Main St,2025-01-25,07:40:00,489,79.35,97.96,92.82,32.24,47.31
Elm St,2025-01-02,20:32:00,475,122.89,31.3,16.05,34.42,36.14
5th Ave,2025-01-13,22:45:00,7,17.2,133.67,24.4,38.74,42.99
Main St,2025-01-22,17:23:00,435,53.98,37.56,78.07,39.5,39.32
Broadway,2025-01-15,05:40:00,243,71.14,194.3,90.48,27.02,25.46
Broadway,2025-01-19,10:57:00,244,15.98,78.64,5.05,25.45,71.27
Park Ave,2025-01-13,00:28:00,384,123.72,20.34,75.73,29.47,70.84
Park Ave,2025-01-30,06:01:00,181,127.85,104.63,20.35,22.01,72.15
Elm St,2025-01-04,12:15:00,254,7.23,79.26,91.81,36.49,73.98
Elm St,2025-01-04,01:16:00,231,100.48,12.89,74.97,30.23,41.09
5th Ave,2025-01-27,01:39:00,164,7.32,158.98,5.55,35.84,45.46
Main St,2025-01-11,07:35:00,278,103.17,192.83,19.05,17.35,46.02
Elm St,2025-01-28,20:59:00,115,141.19,181.08,15.17,18.23,30.44
Main St,2025-01-23,11:22:00,36,148.03,38.46,12.9,19.67,59.8
Main St,2025-01-07,11:16:00,495,7.11,137.8,26.03,24.47,37.28
Broadway,2025-01-30,04:56:00,111,72.75,196.69,23.83,29.96,38.64
Park Ave,2025-01-22,17:15:00,299,128.79,101.01,29.67,19.36,24.19
Elm St,2025-01-27,17:08:00,0,127.12,175.72,8.73,38.53,24.07
Park Ave,2025-01-14,09:19:00,412,60.59,182.89,98.68,23.1,67.85
5th Ave,2025-01-28,16:28:00,359,85.19,36.45,41.97,18.28,37.99
Main St,2025-01-25,02:47:00,247,49.87,44.24,68.14,16.08,44.48
Broadway,2025-01-01,04:01:00,259,119.78,21.71,84.08,30.19,64.13
Broadway,2025-01-12,09:24:00,180,138.61,85.74,42.98,17.29,49.75
Elm St,2025-01-18,09:37:00,447,64.18,58.78,47.2,22.27,39.28
Broadway,2025-01-29,19:36:00,436,18.24,137.3,75.64,19.81,65.95
Main St,2025-01-02,22:18:00,380,25.54,182.81,50.3,28.58,21.03
Broadway,2025-01-14,17:07:00,323,90.59,117.61,54.54,32.25,48.44
Elm St,2025-01-16,23:48:00,87,48.21,90.53,91.78,35.71,58.07
Park Ave,2025-01-15,14:35:00,283,6.11,155.15,87.01,30.17,67.9
Elm St,2025-01-12,07:29:00,457,9.31,43.04,13.85,24.91,49.06
5th Ave,2025-01-01,01:35:00,314,20.33,64.56,9.95,35.56,46.77
5th Ave,2025-01-01,13:08:00,198,39.85,147.39,31.28,19.54,35.78
Main St,2025-01-24,17:34:00,360,15.59,38.79,50.72,33.52,72.94
Broadway,2025-01-25,04:03:00,194,121.96,39.58,77.54,15.6,20.7
Main St,2025-01-20,01:53:00,308,72.81,23.7,46.74,27.32,62.08
Broadway,2025-01-29,21:23:00,229,65.79,183.25,71.52,19.82,44.98
Elm St,2025-01-18,10:05:00,175,96.31,173.48,30.2,27.66,33.94
Main St,2025-01-19,00:42:00,19,19.25,94.17,14.43,32.59,68.05
Broadway,2025-01-23,10:15:00,273,83.99,105.41,19.15,35.25,39.8
Broadway,2025-01-17,08:12:00,148,33.45,20.84,48.3,16.3,33.49
5th Ave,2025-01-16,19:41:00,133,25.34,67.2,18.34,21.75,64.74
Broadway,2025-01-21,06:56:00,485,68.6,188.41,23.25,34.5,70.63
Elm St,2025-01-27,19:19:00,45,57.19,136.45,34.61,37.58,79.01
Elm St,2025-01-04,04:03:00,127,72.51,41.35,42.65,27.32,57.69
Park Ave,2025-01-20,02:18:00,450,21.31,25.01,89.83,28.78,73.28
Park Ave,2025-01-05,05:17:00,62,107.14,172.77,96.11,28.08,24.59
Park Ave,2025-01-20,07:41:00,387,62.19,183.39,13.28,18.62,52.49
Park Ave,2025-01-10,15:13:00,254,7.15,89.42,22.02,27.93,24.55
Broadway,2025-01-24,06:25:00,480,19.71,70.44,75.29,25.01,71.69
5th Ave,2025-01-08,21:23:00,274,119.6,122.37,65.54,22.19,72.28
Elm St,2025-01-16,16:23:00,217,12.9,166.26,89.92,33.37,55.04
Main St,2025-01-26,04:56:00,38,83.88,85.71,93.72,39.5,49.37
Park Ave,2025-01-30,05:39:00,279,63.26,33.77,19.75,16.38,33.92
5th Ave,2025-01-17,07:03:00,323,57.98,14.2,63.65,23.01,36.6
Broadway,2025-01-04,12:36:00,238,18.81,163.98,28.37,31.15,58.47
Elm St,2025-01-10,07:47:00,270,98.35,15.49,75.55,39.06,21.7
Elm St,2025-01-08,01:49:00,470,72.26,167.51,14.8,29.17,57.5
5th Ave,2025-01-26,03:56:00,441,149.6,64.59,34.15,24.44,54.74
5th Ave,2025-01-25,23:15:00,477,32.75,111.25,96.29,29.45,57.27
Main St,2025-01-12,01:38:00,67,35.6,95.87,40.91,20.08,24.31
Park Ave,2025-01-27,22:57:00,49,129.09,35.64,85.54,24.57,38.73
Main St,2025-01-06,19:26:00,257,115.81,176.83,44.6,20.41,71.62
5th Ave,2025-01-02,07:28:00,174,148.21,31.0,59.63,17.63,60.84
Park Ave,2025-01-02,01:14:00,104,41.85,63.4,63.43,30.08,36.31
Elm St,2025-01-12,08:58:00,44,48.58,143.19,72.16,26.49,47.25
Park Ave,2025-01-04,07:40:00,149,84.21,173.16,26.22,36.94,54.6
Park Ave,2025-01-05,23:35:00,95,41.52,57.52,67.1,35.42,35.76
Park Ave,2025-01-06,03:12:00,410,49.55,147.08,98.09,39.62,73.96
5th Ave,2025-01-05,04:59:00,275,48.52,169.82,18.07,38.29,33.52
Elm St,2025-01-21,13:53:00,63,24.23,145.18,29.53,17.79,52.54
Broadway,2025-01-15,17:40:00,351,20.52,70.61,52.17,31.77,48.03
Broadway,2025-01-07,19:40:00,251,36.83,140.0,81.87,35.65,74.71
Broadway,2025-01-21,05:17:00,318,134.5,71.32,90.98,17.46,68.57
Main St,2025-01-07,19:31:00,372,43.48,145.19,79.37,36.48,52.42
5th Ave,2025-01-19,08:21:00,29,18.02,154.65,49.94,18.25,54.34
5th Ave,2025-01-15,17:01:00,498,14.51,149.01,96.26,36.4,40.24
Park Ave,2025-01-01,14:44:00,49,54.06,26.15,22.38,17.72,74.53
Main St,2025-01-10,15:59:00,115,59.03,171.31,6.1,35.64,69.04
Broadway,2025-01-26,04:42:00,424,51.55,172.09,25.05,26.42,65.59
Main St,2025-01-08,22:26:00,474,35.34,104.95,65.86,38.44,64.82
5th Ave,2025-01-09,11:26:00,211,105.74,123.04,22.43,21.73,74.41
5th Ave,2025-01-23,06:43:00,433,55.95,71.57,37.35,37.64,47.51
Park Ave,2025-01-17,22:02:00,134,78.55,164.68,74.55,21.98,47.32
5th Ave,2025-01-04,01:49:00,18,36.37,114.16,31.36,30.8,62.04
Broadway,2025-01-08,12:25:00,292,127.49,19.71,61.68,26.53,46.36
Main St,2025-01-18,05:38:00,94,103.4,16.84,98.08,15.5,58.0
Main St,2025-01-11,00:56:00,368,13.72,32.0,97.41,27.1,50.51
Elm St,2025-01-07,08:03:00,360,30.05,70.66,44.67,31.31,78.43
Broadway,2025-01-01,05:33:00,291,142.43,45.15,96.29,28.57,30.73
Park Ave,2025-01-20,16:40:00,120,40.33,96.16,53.76,24.01,23.36
Broadway,2025-01-15,13:43:00,7,139.04,131.64,73.34,24.14,27.59
Park Ave,2025-01-21,03:09:00,378,115.1,72.79,76.9,16.56,28.52
Broadway,2025-01-03,09:11:00,54,35.64,35.47,86.46,30.09,70.19
Broadway,2025-01-11,01:44:00,238,107.3,111.1,87.28,36.79,42.48
Elm St,2025-01-22,20:42:00,436,50.08,60.3,49.58,33.07,44.03
5th Ave,2025-01-03,13:11:00,471,18.86,48.43,59.65,37.82,58.67
Elm St,2025-01-14,04:53:00,307,71.85,184.88,58.15,31.22,53.66
Main St,2025-01-17,09:54:00,212,43.12,92.05,47.92,32.47,68.86
5th Ave,2025-01-26,16:55:00,362,139.99,68.86,27.38,19.9,57.45
5th Ave,2025-01-16,06:15:00,290,11.24,171.09,38.29,22.68,49.03
Elm St,2025-01-09,11:36:00,439,59.82,168.31,28.7,23.07,71.14
Park Ave,2025-01-04,22:01:00,7,122.93,116.17,26.15,33.82,58.36
Broadway,2025-01-11,06:21:00,319,143.51,26.39,49.31,21.84,40.62
5th Ave,2025-01-02,16:56:00,181,30.82,36.28,58.26,16.21,25.97
Park Ave,2025-01-28,22:18:00,185,107.01,137.0,41.57,16.29,49.71
Broadway,2025-01-02,10:29:00,257,122.53,19.09,9.55,34.35,24.34
Main St,2025-01-21,03:40:00,358,130.91,15.28,76.75,36.69,26.57
Main St,2025-01-27,18:13:00,188,142.08,106.52,32.08,20.43,27.18
Broadway,2025-01-16,22:32:00,64,56.15,17.2,97.51,16.22,56.64
Park Ave,2025-01-13,10:52:00,280,71.81,23.68,18.8,32.12,23.13
Park Ave,2025-01-01,15:46:00,34,80.15,80.58,18.61,24.68,22.95
Elm St,2025-01-17,01:27:00,416,141.73,95.54,92.21,18.55,53.07
Broadway,2025-01-06,23:22:00,228,53.41,49.74,5.75,16.73,73.91
Main St,2025-01-15,10:55:00,428,103.74,56.3,89.01,22.63,26.14
5th Ave,2025-01-29,03:59:00,356,30.28,150.39,80.41,15.53,31.87
Broadway,2025-01-16,03:39:00,300,111.13,178.17,85.43,24.84,55.82
5th Ave,2025-01-10,16:36:00,420,116.43,183.23,30.28,39.47,40.01
Park Ave,2025-01-19,14:47:00,181,81.27,41.79,83.6,26.37,52.98
Broadway,2025-01-08,09:48:00,414,96.76,128.88,45.76,29.91,34.35
Park Ave,2025-01-22,21:30:00,290,30.72,165.51,78.07,18.42,58.44
Elm St,2025-01-23,02:41:00,65,60.61,93.0,88.23,28.39,45.89
Broadway,2025-01-16,16:35:00,152,106.58,156.97,47.06,38.86,47.49
5th Ave,2025-01-01,20:50:00,460,122.13,159.89,79.21,36.29,77.78
Park Ave,2025-01-21,06:42:00,401,140.9,59.28,94.34,31.53,42.8
Broadway,2025-01-13,08:29:00,270,79.49,136.23,85.93,20.36,37.08
Broadway,2025-01-19,05:57:00,126,55.49,106.91,14.61,27.85,34.86
Elm St,2025-01-23,05:29:00,352,136.34,112.06,85.71,22.27,62.57
Elm St,2025-01-03,16:28:00,20,37.13,53.74,88.26,24.37,69.85
Main St,2025-01-08,16:59:00,157,63.25,99.06,58.15,28.96,68.84
Elm St,2025-01-14,12:07:00,295,34.47,80.28,36.26,16.66,67.63
Park Ave,2025-01-20,15:37:00,485,18.24,190.61,95.06,37.93,21.44
Broadway,2025-01-24,06:29:00,0,42.73,38.51,82.11,31.79,47.29
Broadway,2025-01-15,02:51:00,213,72.3,48.22,54.74,22.4,28.68
Park Ave,2025-01-15,22:22:00,385,104.94,192.51,72.75,26.68,68.8
Park Ave,2025-01-23,19:57:00,380,76.78,53.76,51.14,34.6,40.47
Broadway,2025-01-10,09:07:00,36,34.53,113.09,8.59,30.35,78.14
Park Ave,2025-01-18,01:28:00,282,13.6,123.12,61.84,22.41,65.26
Elm St,2025-01-21,10:49:00,385,110.4,71.34,13.49,37.64,77.93
Broadway,2025-01-30,05:49:00,284,144.61,54.07,45.78,25.21,25.65
Elm St,2025-01-08,11:13:00,414,119.48,47.03,17.41,24.61,74.86
Elm St,2025-01-10,18:00:00,494,149.19,90.74,73.83,31.34,22.01
Broadway,2025-01-09,01:21:00,76,80.06,141.76,36.8,24.5,79.38
Main St,2025-01-15,10:27:00,172,70.92,58.25,72.24,16.14,76.0
5th Ave,2025-01-03,14:00:00,148,103.34,14.02,53.75,38.17,65.43
Main St,2025-01-19,07:58:00,21,118.47,182.57,91.57,30.88,40.18
Broadway,2025-01-21,20:02:00,461,146.87,54.53,97.62,38.24,78.0
Park Ave,2025-01-09,01:57:00,464,116.47,20.33,95.23,30.73,52.37
5th Ave,2025-01-26,11:53:00,175,49.11,190.26,97.97,29.71,57.87
Broadway,2025-01-11,14:25:00,415,51.47,78.53,80.29,33.7,46.48
5th Ave,2025-01-16,00:01:00,349,146.68,74.96,19.87,17.05,42.33
Park Ave,2025-01-15,02:32:00,72,13.09,171.46,47.8,32.11,38.63
Main St,2025-01-26,09:30:00,442,84.26,92.11,78.06,36.13,77.2
Elm St,2025-01-13,21:59:00,320,74.04,93.26,93.67,16.45,42.68
Park Ave,2025-01-23,07:42:00,491,126.38,170.05,14.84,19.93,23.3
5th Ave,2025-01-25,01:46:00,392,33.66,199.16,17.32,26.43,27.36
5th Ave,2025-01-26,01:19:00,253,84.14,143.93,32.82,35.55,47.94
Broadway,2025-01-29,10:43:00,96,62.57,58.32,79.15,30.45,47.74
Main St,2025-01-16,10:27:00,230,64.78,59.39,59.18,27.11,49.36
Broadway,2025-01-26,15:37:00,319,97.67,55.54,75.81,30.53,52.67
5th Ave,2025-01-04,11:15:00,294,97.2,38.99,81.65,39.74,59.55
